sample_id,tr_id,T,target_stop_id,target_time_begin,cur_dev_s,target_delay_s,target_class
133957_1767675900,133957,2026-01-06 05:05:00,53699456247,2026-01-06 05:17:00.000000000,35.0,-32.0,ontime
135081_1767675900,135081,2026-01-06 05:05:00,53699790881,2026-01-06 05:16:00.000000000,214.0,224.0,late
133300_1767676200,133300,2026-01-06 05:10:00,53700641011,2026-01-06 05:21:00.000000000,253.0,170.0,late
129964_1767676200,129964,2026-01-06 05:10:00,53700336375,2026-01-06 05:21:00.000000000,109.0,91.0,ontime
135081_1767676200,135081,2026-01-06 05:10:00,53699790867,2026-01-06 05:21:00.000000000,320.0,126.0,late
133957_1767676200,133957,2026-01-06 05:10:00,53699456261,2026-01-06 05:21:00.000000000,19.0,95.0,ontime
122048_1767676200,122048,2026-01-06 05:10:00,53699018566,2026-01-06 05:21:00.000000000,-80.0,25.0,ontime
135081_1767676500,135081,2026-01-06 05:15:00,53699790873,2026-01-06 05:26:00.000000000,236.0,-30.0,ontime
122048_1767676500,122048,2026-01-06 05:15:00,53699018544,2026-01-06 05:26:00.000000000,-19.0,-41.0,ontime
133300_1767676500,133300,2026-01-06 05:15:00,53700640995,2026-01-06 05:26:00.000000000,156.0,169.0,late
133957_1767676500,133957,2026-01-06 05:15:00,53699456264,2026-01-06 05:26:00.000000000,-32.0,61.0,ontime
133300_1767676800,133300,2026-01-06 05:20:00,53700640996,2026-01-06 05:31:00.000000000,137.0,289.0,late
122048_1767676800,122048,2026-01-06 05:20:00,53699018565,2026-01-06 05:32:00.000000000,-56.0,-163.0,early
133957_1767676800,133957,2026-01-06 05:20:00,53699456252,2026-01-06 05:31:00.000000000,-39.0,7.0,ontime
122048_1767677100,122048,2026-01-06 05:25:00,53699018576,2026-01-06 05:36:00.000000000,17.0,-177.0,early
133957_1767677100,133957,2026-01-06 05:25:00,53699456256,2026-01-06 05:37:00.000000000,111.0,-94.0,early
122048_1767677400,122048,2026-01-06 05:30:00,53699018563,2026-01-06 05:41:00.000000000,-113.0,-65.0,early
133957_1767677400,133957,2026-01-06 05:30:00,53699456259,2026-01-06 05:41:00.000000000,26.0,-91.0,early
133300_1767677400,133300,2026-01-06 05:30:00,53700641312,2026-01-06 05:45:00.000000000,296.0,87.0,ontime
130238_1767677400,130238,2026-01-06 05:30:00,53698370096,2026-01-06 05:41:00.000000000,12.0,-50.0,ontime
134040_1767677400,134040,2026-01-06 05:30:00,53698328574,2026-01-06 05:41:00.000000000,189.0,71.0,ontime
122048_1767677700,122048,2026-01-06 05:35:00,53699018556,2026-01-06 05:46:00.000000000,-203.0,12.0,ontime
134040_1767677700,134040,2026-01-06 05:35:00,53698328587,2026-01-06 05:47:00.000000000,120.0,174.0,late
133300_1767677700,133300,2026-01-06 05:35:00,53700641306,2026-01-06 05:47:00.000000000,284.0,87.0,ontime
130238_1767677700,130238,2026-01-06 05:35:00,53698370095,2026-01-06 05:46:00.000000000,18.0,-47.0,ontime
130238_1767678000,130238,2026-01-06 05:40:00,53698370104,2026-01-06 05:51:00.000000000,57.0,-45.0,ontime
133300_1767678000,133300,2026-01-06 05:40:00,53700641307,2026-01-06 05:52:00.000000000,284.0,108.0,ontime
134040_1767678000,134040,2026-01-06 05:40:00,53698328565,2026-01-06 05:52:00.000000000,71.0,-25.0,ontime
122048_1767678000,122048,2026-01-06 05:40:00,53699018571,2026-01-06 05:52:00.000000000,-78.0,47.0,ontime
133300_1767678300,133300,2026-01-06 05:45:00,53700641314,2026-01-06 05:56:00.000000000,87.0,59.0,ontime
130238_1767678300,130238,2026-01-06 05:45:00,53698370110,2026-01-06 05:57:00.000000000,-49.0,-142.0,early
122048_1767678300,122048,2026-01-06 05:45:00,53699018542,2026-01-06 05:57:00.000000000,-46.0,124.0,late
133300_1767678600,133300,2026-01-06 05:50:00,53700641315,2026-01-06 06:01:00.000000000,178.0,40.0,ontime
122048_1767678600,122048,2026-01-06 05:50:00,53699018554,2026-01-06 06:02:00.000000000,7.0,172.0,late
133300_1767678900,133300,2026-01-06 05:55:00,53700641321,2026-01-06 06:06:00.000000000,76.0,-2.0,ontime
122048_1767678900,122048,2026-01-06 05:55:00,53699018552,2026-01-06 06:07:00.000000000,83.0,140.0,late
133957_1767679500,133957,2026-01-06 06:05:00,53699456233,2026-01-06 06:18:00.000000000,-16.0,49.0,ontime
130238_1767679500,130238,2026-01-06 06:05:00,53698370314,2026-01-06 06:18:00.000000000,-52.0,0.0,ontime
130238_1767679800,130238,2026-01-06 06:10:00,53698370302,2026-01-06 06:21:00.000000000,-52.0,0.0,ontime
133957_1767679800,133957,2026-01-06 06:10:00,53699456225,2026-01-06 06:21:00.000000000,-16.0,71.0,ontime
132430_1767679800,132430,2026-01-06 06:10:00,53698549975,2026-01-06 06:25:00.000000000,0.0,73.0,ontime
134040_1767679800,134040,2026-01-06 06:10:00,53698328541,2026-01-06 06:23:00.000000000,-25.0,23.0,ontime
132430_1767680100,132430,2026-01-06 06:15:00,53698549972,2026-01-06 06:27:00.000000000,0.0,73.0,ontime
134040_1767680100,134040,2026-01-06 06:15:00,53698328545,2026-01-06 06:26:00.000000000,-25.0,26.0,ontime
133957_1767680100,133957,2026-01-06 06:15:00,53699456229,2026-01-06 06:26:00.000000000,-16.0,111.0,ontime
130238_1767680100,130238,2026-01-06 06:15:00,53698370310,2026-01-06 06:26:00.000000000,-52.0,0.0,ontime
134040_1767680400,134040,2026-01-06 06:20:00,53698328548,2026-01-06 06:31:00.000000000,-25.0,-52.0,ontime
133957_1767680400,133957,2026-01-06 06:20:00,53699456232,2026-01-06 06:31:00.000000000,58.0,18.0,ontime
130238_1767680400,130238,2026-01-06 06:20:00,53698370324,2026-01-06 06:32:00.000000000,0.0,0.0,ontime
132430_1767680400,132430,2026-01-06 06:20:00,53698549974,2026-01-06 06:32:00.000000000,0.0,-15.0,ontime
129964_1767680400,129964,2026-01-06 06:20:00,53700336475,2026-01-06 06:33:00.000000000,122.0,-51.0,ontime
134040_1767680700,134040,2026-01-06 06:25:00,53698328553,2026-01-06 06:37:00.000000000,32.0,-87.0,early
132430_1767680700,132430,2026-01-06 06:25:00,53698549981,2026-01-06 06:36:00.000000000,73.0,-42.0,ontime
133957_1767680700,133957,2026-01-06 06:25:00,53699456245,2026-01-06 06:37:00.000000000,99.0,39.0,ontime
130238_1767680700,130238,2026-01-06 06:25:00,53698370303,2026-01-06 06:36:00.000000000,0.0,0.0,ontime
129964_1767680700,129964,2026-01-06 06:25:00,53700336473,2026-01-06 06:36:00.000000000,122.0,-106.0,early
133957_1767681000,133957,2026-01-06 06:30:00,53699456238,2026-01-06 06:41:00.000000000,75.0,-30.0,ontime
129964_1767681000,129964,2026-01-06 06:30:00,53700336468,2026-01-06 06:41:00.000000000,122.0,7.0,ontime
132430_1767681000,132430,2026-01-06 06:30:00,53698549976,2026-01-06 06:42:00.000000000,73.0,32.0,ontime
130238_1767681000,130238,2026-01-06 06:30:00,53698370305,2026-01-06 06:42:00.000000000,0.0,0.0,ontime
122658_1767681000,122658,2026-01-06 06:30:00,53699433974,2026-01-06 06:41:00.000000000,246.0,181.0,late
133300_1767681000,133300,2026-01-06 06:30:00,53700641303,2026-01-06 06:41:00.000000000,36.0,12.0,ontime
134040_1767681000,134040,2026-01-06 06:30:00,53698328556,2026-01-06 06:41:00.000000000,-7.0,-111.0,early
134040_1767681300,134040,2026-01-06 06:35:00,53698328543,2026-01-06 06:46:00.000000000,-72.0,-75.0,early
129964_1767681300,129964,2026-01-06 06:35:00,53700336465,2026-01-06 06:46:00.000000000,-51.0,47.0,ontime
132430_1767681300,132430,2026-01-06 06:35:00,53698549988,2026-01-06 06:47:00.000000000,-11.0,126.0,late
133300_1767681300,133300,2026-01-06 06:35:00,53700641287,2026-01-06 06:46:00.000000000,44.0,-61.0,early
122658_1767681300,122658,2026-01-06 06:35:00,53699433892,2026-01-06 06:47:00.000000000,181.0,0.0,ontime
130238_1767681300,130238,2026-01-06 06:35:00,53698370308,2026-01-06 06:47:00.000000000,0.0,0.0,ontime
133957_1767681300,133957,2026-01-06 06:35:00,53699456276,2026-01-06 06:46:00.000000000,25.0,-59.0,ontime
130238_1767681600,130238,2026-01-06 06:40:00,53698370322,2026-01-06 06:52:00.000000000,0.0,0.0,ontime
133300_1767681600,133300,2026-01-06 06:40:00,53700641288,2026-01-06 06:51:00.000000000,-10.0,159.0,late
134040_1767681600,134040,2026-01-06 06:40:00,53698328557,2026-01-06 06:51:00.000000000,-94.0,1.0,ontime
133957_1767681600,133957,2026-01-06 06:40:00,53699456280,2026-01-06 06:52:00.000000000,-5.0,-30.0,ontime
132430_1767681600,132430,2026-01-06 06:40:00,53698549987,2026-01-06 06:52:00.000000000,-39.0,65.0,ontime
122658_1767681600,122658,2026-01-06 06:40:00,53699433894,2026-01-06 06:52:00.000000000,181.0,0.0,ontime
129964_1767681600,129964,2026-01-06 06:40:00,53700336460,2026-01-06 06:51:00.000000000,-38.0,39.0,ontime
131672_1767681900,131672,2026-01-06 06:45:00,53700172889,2026-01-06 06:56:00.000000000,13.0,37.0,ontime
133300_1767681900,133300,2026-01-06 06:45:00,53700641192,2026-01-06 07:00:00.000000000,-41.0,79.0,ontime
130238_1767681900,130238,2026-01-06 06:45:00,53698370299,2026-01-06 06:56:00.000000000,0.0,0.0,ontime
134040_1767681900,134040,2026-01-06 06:45:00,53698328532,2026-01-06 06:57:00.000000000,-79.0,-38.0,ontime
129964_1767681900,129964,2026-01-06 06:45:00,53700336456,2026-01-06 06:56:00.000000000,-4.0,148.0,late
122658_1767681900,122658,2026-01-06 06:45:00,53699433885,2026-01-06 06:56:00.000000000,181.0,0.0,ontime
133957_1767681900,133957,2026-01-06 06:45:00,53699456283,2026-01-06 06:57:00.000000000,-1.0,-58.0,ontime
132430_1767681900,132430,2026-01-06 06:45:00,53698549985,2026-01-06 06:56:00.000000000,60.0,-62.0,early
133957_1767682200,133957,2026-01-06 06:50:00,53699456270,2026-01-06 07:01:00.000000000,-57.0,-19.0,ontime
133300_1767682200,133300,2026-01-06 06:50:00,53700641186,2026-01-06 07:02:00.000000000,107.0,79.0,ontime
131672_1767682200,131672,2026-01-06 06:50:00,53700172885,2026-01-06 07:01:00.000000000,13.0,13.0,ontime
134040_1767682200,134040,2026-01-06 06:50:00,53698328533,2026-01-06 07:01:00.000000000,-45.0,-71.0,early
129964_1767682200,129964,2026-01-06 06:50:00,53700336453,2026-01-06 07:02:00.000000000,68.0,188.0,late
132430_1767682200,132430,2026-01-06 06:50:00,53698549992,2026-01-06 07:01:00.000000000,104.0,-16.0,ontime
