tt_action_item_id,time_begin,time_fact_begin,order_date,manual_fill,tr_id,geom,building_address
53698549300,2026-01-06 19:02:00.000000000,2026-01-06 19:01:59.000000000,2026-01-06,False,132430,POINT (37.49621223 55.61368189),"ул. Генерала Тюленева, д.41А"
53699791132,2026-01-06 04:28:00.000000000,2026-01-06 04:26:25.000000000,2026-01-06,False,135081,POINT (37.72203748 55.6919575),"ул. Гурьянова, д.2Б"
53699456695,2026-01-06 18:12:00.000000000,2026-01-06 18:12:09.000000000,2026-01-06,False,133957,POINT (37.48191397 55.65984696),"просп. Вернадского, д.113"
53699019154,2026-01-06 09:56:00.000000000,2026-01-06 09:54:57.000000000,2026-01-06,False,122048,POINT (37.72642801 55.62581275),"Борисовский пр., д.20"
53698549622,2026-01-06 15:44:00.000000000,2026-01-06 15:48:49.000000000,2026-01-06,False,132430,POINT (37.44573624 55.530726),
53700336651,2026-01-06 12:03:00.000000000,2026-01-06 12:02:23.000000000,2026-01-06,False,129964,POINT (37.69009163 55.67711796),"ул. Речников, д.25"
53700172809,2026-01-06 04:38:00.000000000,2026-01-06 04:37:29.000000000,2026-01-06,False,131672,POINT (37.85469391 55.73441871),"Новокосинская ул., д.11, к.1"
53699456712,2026-01-06 20:05:00.000000000,2026-01-06 20:08:18.000000000,2026-01-06,False,133957,POINT (37.53312577 55.64053936),"ул. Миклухо-Маклая, д.36А"
53699790966,2026-01-06 06:25:00.000000000,2026-01-06 06:25:06.000000000,2026-01-06,False,135081,POINT (37.70675446 55.65030746),
53699456774,2026-01-06 21:16:00.000000000,2026-01-06 21:16:28.000000000,2026-01-06,False,133957,POINT (37.50441279 55.63997746),"ул. Академика Волгина, д.41"
53699790823,2026-01-06 08:01:00.000000000,2026-01-06 08:05:48.000000000,2026-01-06,False,135081,POINT (37.7189083 55.64270788),"Батайский пр., д.21"
53699790850,2026-01-06 08:00:00.000000000,2026-01-06 08:04:42.000000000,2026-01-06,False,135081,POINT (37.72601282 55.64331415),"Батайский пр., д.33"
53698328415,2026-01-06 03:09:00.000000000,2026-01-06 03:10:11.000000000,2026-01-06,False,134040,POINT (37.40141312 55.71833514),"ул. Толбухина, д.5, к.1"
53699433898,2026-01-06 11:12:00.000000000,2026-01-06 11:17:52.000000000,2026-01-06,True,122658,POINT (37.45857237 55.80681789),"Новощукинская ул., д.5"
53699433899,2026-01-06 11:20:00.000000000,2026-01-06 11:19:52.000000000,2026-01-06,True,122658,POINT (37.46330869 55.80892705),"ул. Маршала Василевского, д.17"
53699790836,2026-01-06 07:24:00.000000000,2026-01-06 07:22:29.000000000,2026-01-06,False,135081,POINT (37.7311176 55.69099569),"ул. Полбина, д.8"
53699790956,2026-01-06 06:24:00.000000000,2026-01-06 06:24:06.000000000,2026-01-06,False,135081,POINT (37.70642822 55.65167973),
53699790961,2026-01-06 07:13:00.000000000,2026-01-06 07:11:36.000000000,2026-01-06,False,135081,POINT (37.7202122 55.68995102),"ул. Гурьянова, д.8"
53699790954,2026-01-06 06:26:00.000000000,2026-01-06 06:26:42.000000000,2026-01-06,False,135081,POINT (37.7106591 55.64737345),"Донецкая ул., д.28"
53700336615,2026-01-06 13:25:00.000000000,2026-01-06 13:22:45.000000000,2026-01-06,False,129964,POINT (37.69518824 55.69024983),
53699018747,2026-01-06 04:24:00.000000000,2026-01-06 04:26:49.000000000,2026-01-06,False,122048,POINT (37.74348217 55.62012795),"ул. Мусы Джалиля, д.26, к.1"
53699018617,2026-01-06 08:44:00.000000000,2026-01-06 08:44:33.000000000,2026-01-06,False,122048,POINT (37.6344226 55.6614063),"Каширское ш., д.16, к.1, стр. 8"
53699018680,2026-01-06 02:24:00.000000000,2026-01-06 02:24:00.000000000,2026-01-06,True,122048,POINT (37.74432812 55.61487971),"Ореховый бульв., д.45, к.1"
53699018698,2026-01-06 02:51:00.000000000,2026-01-06 02:51:00.000000000,2026-01-06,True,122048,POINT (37.63856634 55.65996296),"Каширское ш., д.22, к.3, стр. 17"
53698461647,2026-01-06 20:54:00.000000000,2026-01-06 20:56:50.000000000,2026-01-06,False,130072,POINT (37.18808283 55.93344123),
53699018692,2026-01-06 02:37:00.000000000,2026-01-06 02:37:00.000000000,2026-01-06,True,122048,POINT (37.71260686 55.62467696),"Борисовский пр., д.1, к.1"
53699018686,2026-01-06 02:33:00.000000000,2026-01-06 02:33:00.000000000,2026-01-06,True,122048,POINT (37.72642801 55.62581275),"Борисовский пр., д.20"
53699018688,2026-01-06 02:30:00.000000000,2026-01-06 02:30:00.000000000,2026-01-06,True,122048,POINT (37.73193825 55.62177828),"Шипиловская ул., д.37, к.1"
53699018677,2026-01-06 02:23:00.000000000,2026-01-06 02:23:00.000000000,2026-01-06,True,122048,POINT (37.74592766 55.61414128),"Ореховый бульв., д.47Г"
53699018683,2026-01-06 02:25:00.000000000,2026-01-06 02:25:00.000000000,2026-01-06,True,122048,POINT (37.74388032 55.61787439),"ул. Мусы Джалиля, д.38, к.1"
53699018684,2026-01-06 02:29:00.000000000,2026-01-06 02:29:00.000000000,2026-01-06,True,122048,POINT (37.73692725 55.62189196),"Шипиловская ул., д.41, к.1"
53699018691,2026-01-06 02:38:00.000000000,2026-01-06 02:38:00.000000000,2026-01-06,True,122048,POINT (37.70991398 55.62675954),"Каширское ш., д.61А"
53699018681,2026-01-06 02:28:00.000000000,2026-01-06 02:28:00.000000000,2026-01-06,True,122048,POINT (37.74197093 55.6219902),"Шипиловская ул., д.45"
53699018689,2026-01-06 02:41:00.000000000,2026-01-06 02:41:00.000000000,2026-01-06,True,122048,POINT (37.69453387 55.63691902),"Каширское ш., д.57, к.1"
53699018685,2026-01-06 02:35:00.000000000,2026-01-06 02:35:00.000000000,2026-01-06,True,122048,POINT (37.72062858 55.6259339),"Борисовский пр., д.11А"
53699018687,2026-01-06 02:32:00.000000000,2026-01-06 02:32:00.000000000,2026-01-06,True,122048,POINT (37.72796487 55.62192367),"Борисовский пр., д.26, к.1"
53699018678,2026-01-06 02:26:00.000000000,2026-01-06 02:26:00.000000000,2026-01-06,True,122048,POINT (37.74348217 55.62012795),"ул. Мусы Джалиля, д.26, к.1"
53699018694,2026-01-06 03:07:00.000000000,2026-01-06 03:07:00.000000000,2026-01-06,True,122048,POINT (37.62458854 55.71387425),"Подольское ш., д.8"
53699018693,2026-01-06 03:03:00.000000000,2026-01-06 03:03:00.000000000,2026-01-06,True,122048,POINT (37.6218884 55.7023698),"Варшавское ш., д.3"
53699018695,2026-01-06 02:59:00.000000000,2026-01-06 02:59:00.000000000,2026-01-06,True,122048,POINT (37.62232668 55.68954077),
53699018708,2026-01-06 02:58:00.000000000,2026-01-06 02:58:00.000000000,2026-01-06,True,122048,POINT (37.62357841 55.68441771),"Варшавское ш., д.39"
53699018699,2026-01-06 03:05:00.000000000,2026-01-06 03:05:00.000000000,2026-01-06,True,122048,POINT (37.62215703 55.71026532),"Большая Тульская ул., д.13"
53699018706,2026-01-06 03:01:00.000000000,2026-01-06 03:01:00.000000000,2026-01-06,True,122048,POINT (37.62106257 55.69640401),"Варшавское ш., д.19"
53699018705,2026-01-06 02:57:00.000000000,2026-01-06 02:57:00.000000000,2026-01-06,True,122048,POINT (37.6244507 55.6810098),"Нагатинская ул., д.2А"
53699018707,2026-01-06 03:12:00.000000000,2026-01-06 03:12:00.000000000,2026-01-06,True,122048,POINT (37.62477717 55.72807443),"Большая Серпуховская ул., д.14"
53699018704,2026-01-06 03:11:00.000000000,2026-01-06 03:11:00.000000000,2026-01-06,True,122048,POINT (37.62622664 55.72499391),"Большая Серпуховская ул., д.27"
53698549784,2026-01-06 18:32:00.000000000,2026-01-06 18:37:10.000000000,2026-01-06,False,132430,POINT (37.4554723 55.56713117),
53699018702,2026-01-06 03:12:00.000000000,2026-01-06 03:12:00.000000000,2026-01-06,True,122048,POINT (37.62428644 55.72911193),"Большая Серпуховская ул., д.6"
53699018701,2026-01-06 03:10:00.000000000,2026-01-06 03:10:00.000000000,2026-01-06,True,122048,POINT (37.62770898 55.72210574),"Большая Серпуховская ул., д.31, к.1"
53699018696,2026-01-06 03:04:00.000000000,2026-01-06 03:04:00.000000000,2026-01-06,True,122048,POINT (37.62172582 55.70546135),"Большая Тульская ул., д.44"
53699018703,2026-01-06 03:08:00.000000000,2026-01-06 03:08:00.000000000,2026-01-06,True,122048,POINT (37.62570327 55.71544578),"Большая Серпуховская ул., д.35"
53699018682,2026-01-06 03:09:00.000000000,2026-01-06 03:09:00.000000000,2026-01-06,True,122048,POINT (37.62780194 55.71942783),"Павловская ул., д.7"
53699018670,2026-01-06 02:56:00.000000000,2026-01-06 02:56:00.000000000,2026-01-06,True,122048,POINT (37.62551736 55.67798058),"Варшавское ш., д.49, к.1"
53699018675,2026-01-06 02:56:00.000000000,2026-01-06 02:56:00.000000000,2026-01-06,True,122048,POINT (37.62630689 55.67573588),
53699456796,2026-01-06 22:21:00.000000000,2026-01-06 22:21:27.000000000,2026-01-06,False,133957,POINT (37.51936696 55.63461703),"ул. Островитянова, д.27, к.1"
53700172799,2026-01-06 04:19:00.000000000,2026-01-06 04:19:18.000000000,2026-01-06,False,131672,POINT (37.81472617 55.74673896),"Свободный просп., д.30"
53700336378,2026-01-06 05:17:00.000000000,2026-01-06 05:17:20.000000000,2026-01-06,False,129964,POINT (37.68612322 55.67610673),
53699791122,2026-01-06 04:00:00.000000000,2026-01-06 04:00:47.000000000,2026-01-06,False,135081,POINT (37.72970035 55.6469761),"ул. Маршала Голованова, д.11"
53698370214,2026-01-06 04:27:00.000000000,2026-01-06 04:26:37.000000000,2026-01-06,False,130238,POINT (37.5678482 55.74367364),"пл. Киевского Вокзала, д.1"
53700336636,2026-01-06 12:24:00.000000000,2026-01-06 12:24:04.000000000,2026-01-06,False,129964,POINT (37.66743278 55.67679834),"ул. Новинки, д.4"
53698370215,2026-01-06 04:57:00.000000000,2026-01-06 05:00:57.000000000,2026-01-06,False,130238,POINT (37.46715864 55.67971393),"ул. Мичуринский Проспект, Олимпийская Деревня, д.1, к.1"
53698370206,2026-01-06 04:56:00.000000000,2026-01-06 05:00:00.000000000,2026-01-06,False,130238,POINT (37.47164317 55.68274167),"Мичуринский просп., д.70"
53700336550,2026-01-06 10:49:00.000000000,2026-01-06 10:48:18.000000000,2026-01-06,False,129964,POINT (37.69860892 55.67965559),"Коломенская ул., д.15"
53699791150,2026-01-06 04:22:00.000000000,2026-01-06 04:19:23.000000000,2026-01-06,False,135081,POINT (37.72955795 55.68060596),"ул. Полбина, д.9, к.2"
53718793680,2026-01-06 12:55:00.000000000,2026-01-06 12:55:53.000000000,2026-01-06,False,131672,POINT (37.85488578 55.73167784),"ул. Николая Старостина, д.11"
53699456743,2026-01-06 20:34:00.000000000,2026-01-06 20:35:36.000000000,2026-01-06,False,133957,POINT (37.48945104 55.645544),"ул. Островитянова, д.1"
